 chunk size   | source stride      | dest stride        | #chunks  | volume       | cudaMemcpy      | kernel          
     16 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     1,024 KB |      13.60 MB/s |       7.57 MB/s
==============+====================+====================+==========+==============+=================+=================
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  10,806.93 MB/s |  24,996.39 MB/s
     32 bytes |           64 bytes |           32 bytes |   65,536 |     2,048 KB |  10,806.61 MB/s |  24,995.55 MB/s
     32 bytes |          128 bytes |           32 bytes |   65,536 |     2,048 KB |  10,795.72 MB/s |  25,019.71 MB/s
     32 bytes |          256 bytes |           32 bytes |   65,536 |     2,048 KB |  10,795.15 MB/s |  25,024.99 MB/s
     32 bytes |          512 bytes |           32 bytes |   65,536 |     2,048 KB |  10,795.58 MB/s |  24,982.01 MB/s
     32 bytes |        1,024 bytes |           32 bytes |   65,536 |     2,048 KB |  10,792.00 MB/s |  25,007.00 MB/s
     32 bytes |        2,048 bytes |           32 bytes |   65,536 |     2,048 KB |  10,789.67 MB/s |  24,988.11 MB/s
     32 bytes |        4,096 bytes |           32 bytes |   65,536 |     2,048 KB |  10,788.85 MB/s |  24,998.03 MB/s
     32 bytes |        8,192 bytes |           32 bytes |   65,536 |     2,048 KB |  10,806.32 MB/s |  25,006.13 MB/s
     32 bytes |       16,384 bytes |           32 bytes |   65,536 |     2,048 KB |  10,801.98 MB/s |  24,986.65 MB/s
     32 bytes |       32,768 bytes |           32 bytes |   65,536 |     2,048 KB |  10,789.77 MB/s |  25,024.40 MB/s
     32 bytes |       65,536 bytes |           32 bytes |   65,536 |     2,048 KB |  10,787.69 MB/s |  24,996.00 MB/s
     32 bytes |      131,072 bytes |           32 bytes |   32,768 |     1,024 KB |  10,696.60 MB/s |  23,751.54 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  10,808.18 MB/s |  25,008.22 MB/s
     32 bytes |           32 bytes |           64 bytes |   65,536 |     2,048 KB |  10,808.96 MB/s |  13,794.76 MB/s
     32 bytes |           32 bytes |          128 bytes |   65,536 |     2,048 KB |   8,333.88 MB/s |   8,370.09 MB/s
     32 bytes |           32 bytes |          256 bytes |   65,536 |     2,048 KB |   8,444.08 MB/s |   8,214.05 MB/s
     32 bytes |           32 bytes |          512 bytes |   65,536 |     2,048 KB |   9,062.42 MB/s |   8,221.41 MB/s
     32 bytes |           32 bytes |        1,024 bytes |   65,536 |     2,048 KB |   8,282.18 MB/s |   7,246.17 MB/s
     32 bytes |           32 bytes |        2,048 bytes |   65,536 |     2,048 KB |   6,468.38 MB/s |   6,964.92 MB/s
     32 bytes |           32 bytes |        4,096 bytes |   65,536 |     2,048 KB |   3,142.37 MB/s |   4,377.99 MB/s
     32 bytes |           32 bytes |        8,192 bytes |   65,536 |     2,048 KB |   1,786.94 MB/s |      60.11 MB/s
     32 bytes |           32 bytes |       16,384 bytes |   65,536 |     2,048 KB |   1,321.71 MB/s |      24.45 MB/s
     32 bytes |           32 bytes |       32,768 bytes |   65,536 |     2,048 KB |   1,181.56 MB/s |      16.17 MB/s
     32 bytes |           32 bytes |       65,536 bytes |   65,536 |     2,048 KB |      32.55 MB/s |      14.94 MB/s
     32 bytes |           32 bytes |      131,072 bytes |   32,768 |     1,024 KB |      16.90 MB/s |      14.16 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  10,807.82 MB/s |  25,010.94 MB/s
     32 bytes |           64 bytes |           64 bytes |   65,536 |     2,048 KB |  10,797.39 MB/s |  13,742.11 MB/s
     32 bytes |          128 bytes |          128 bytes |   65,536 |     2,048 KB |   8,324.87 MB/s |   8,358.03 MB/s
     32 bytes |          256 bytes |          256 bytes |   65,536 |     2,048 KB |   8,414.35 MB/s |   8,191.94 MB/s
     32 bytes |          512 bytes |          512 bytes |   65,536 |     2,048 KB |   9,048.96 MB/s |   8,186.81 MB/s
     32 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     2,048 KB |   8,241.81 MB/s |   7,197.62 MB/s
     32 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     2,048 KB |   6,340.24 MB/s |   7,069.13 MB/s
     32 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     2,048 KB |   3,137.27 MB/s |   3,958.42 MB/s
     32 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     2,048 KB |   1,729.27 MB/s |      60.50 MB/s
     32 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     2,048 KB |   1,320.13 MB/s |      24.42 MB/s
     32 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     2,048 KB |   1,180.04 MB/s |      16.19 MB/s
     32 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     2,048 KB |      27.84 MB/s |      14.83 MB/s
     32 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     1,024 KB |      15.86 MB/s |      14.15 MB/s
==============+====================+====================+==========+==============+=================+=================
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  20,042.41 MB/s |  25,703.97 MB/s
     64 bytes |          128 bytes |           64 bytes |   65,536 |     4,096 KB |  20,040.73 MB/s |  25,693.24 MB/s
     64 bytes |          256 bytes |           64 bytes |   65,536 |     4,096 KB |  20,038.31 MB/s |  25,674.36 MB/s
     64 bytes |          512 bytes |           64 bytes |   65,536 |     4,096 KB |  20,044.60 MB/s |  25,692.82 MB/s
     64 bytes |        1,024 bytes |           64 bytes |   65,536 |     4,096 KB |  20,035.87 MB/s |  25,688.43 MB/s
     64 bytes |        2,048 bytes |           64 bytes |   65,536 |     4,096 KB |  20,040.64 MB/s |  25,680.50 MB/s
     64 bytes |        4,096 bytes |           64 bytes |   65,536 |     4,096 KB |  20,034.67 MB/s |  25,669.20 MB/s
     64 bytes |        8,192 bytes |           64 bytes |   65,536 |     4,096 KB |  20,060.67 MB/s |  25,684.04 MB/s
     64 bytes |       16,384 bytes |           64 bytes |   65,536 |     4,096 KB |  20,062.36 MB/s |  25,677.39 MB/s
     64 bytes |       32,768 bytes |           64 bytes |   65,536 |     4,096 KB |  20,033.63 MB/s |  25,679.95 MB/s
     64 bytes |       65,536 bytes |           64 bytes |   65,536 |     4,096 KB |  20,030.81 MB/s |  25,679.23 MB/s
     64 bytes |      131,072 bytes |           64 bytes |   32,768 |     2,048 KB |  19,862.70 MB/s |  25,001.84 MB/s
     64 bytes |      262,144 bytes |           64 bytes |   16,384 |     1,024 KB |  19,498.60 MB/s |  23,742.78 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  20,066.08 MB/s |  25,692.54 MB/s
     64 bytes |           64 bytes |          128 bytes |   65,536 |     4,096 KB |  20,064.67 MB/s |  22,265.32 MB/s
     64 bytes |           64 bytes |          256 bytes |   65,536 |     4,096 KB |  19,089.14 MB/s |  22,255.31 MB/s
     64 bytes |           64 bytes |          512 bytes |   65,536 |     4,096 KB |  18,112.11 MB/s |  22,274.46 MB/s
     64 bytes |           64 bytes |        1,024 bytes |   65,536 |     4,096 KB |  17,036.17 MB/s |  22,201.47 MB/s
     64 bytes |           64 bytes |        2,048 bytes |   65,536 |     4,096 KB |  11,189.76 MB/s |  21,817.47 MB/s
     64 bytes |           64 bytes |        4,096 bytes |   65,536 |     4,096 KB |   6,614.39 MB/s |  17,421.29 MB/s
     64 bytes |           64 bytes |        8,192 bytes |   65,536 |     4,096 KB |   3,378.54 MB/s |     866.87 MB/s
     64 bytes |           64 bytes |       16,384 bytes |   65,536 |     4,096 KB |   2,594.82 MB/s |      83.95 MB/s
     64 bytes |           64 bytes |       32,768 bytes |   65,536 |     4,096 KB |   1,106.94 MB/s |      42.88 MB/s
     64 bytes |           64 bytes |       65,536 bytes |   65,536 |     4,096 KB |     275.09 MB/s |      31.78 MB/s
     64 bytes |           64 bytes |      131,072 bytes |   32,768 |     2,048 KB |      24.76 MB/s |      27.16 MB/s
     64 bytes |           64 bytes |      262,144 bytes |   16,384 |     1,024 KB |      28.74 MB/s |      27.38 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  20,061.47 MB/s |  25,685.52 MB/s
     64 bytes |          128 bytes |          128 bytes |   65,536 |     4,096 KB |  20,042.71 MB/s |  22,257.67 MB/s
     64 bytes |          256 bytes |          256 bytes |   65,536 |     4,096 KB |  19,067.34 MB/s |  22,272.30 MB/s
     64 bytes |          512 bytes |          512 bytes |   65,536 |     4,096 KB |  18,110.50 MB/s |  22,252.73 MB/s
     64 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     4,096 KB |  17,026.68 MB/s |  22,219.89 MB/s
     64 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     4,096 KB |  11,187.08 MB/s |  21,994.25 MB/s
     64 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     4,096 KB |   6,602.87 MB/s |  17,529.08 MB/s
     64 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     4,096 KB |   3,378.44 MB/s |     843.13 MB/s
     64 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     4,096 KB |   2,593.72 MB/s |      83.29 MB/s
     64 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     4,096 KB |   2,419.65 MB/s |      43.74 MB/s
     64 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     4,096 KB |     257.65 MB/s |      31.82 MB/s
     64 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     2,048 KB |      28.18 MB/s |      27.28 MB/s
     64 bytes |      262,144 bytes |      262,144 bytes |   16,384 |     1,024 KB |      28.40 MB/s |      27.30 MB/s
==============+====================+====================+==========+==============+=================+=================
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,210.56 MB/s |  26,034.76 MB/s
    128 bytes |          256 bytes |          128 bytes |   65,536 |     8,192 KB |  26,210.86 MB/s |  26,039.10 MB/s
    128 bytes |          512 bytes |          128 bytes |   65,536 |     8,192 KB |  26,211.94 MB/s |  26,035.62 MB/s
    128 bytes |        1,024 bytes |          128 bytes |   65,536 |     8,192 KB |  26,204.77 MB/s |  26,039.50 MB/s
    128 bytes |        2,048 bytes |          128 bytes |   65,536 |     8,192 KB |  26,188.60 MB/s |  26,031.95 MB/s
    128 bytes |        4,096 bytes |          128 bytes |   65,536 |     8,192 KB |  26,209.93 MB/s |  26,039.27 MB/s
    128 bytes |        8,192 bytes |          128 bytes |   65,536 |     8,192 KB |  26,252.42 MB/s |  26,032.04 MB/s
    128 bytes |       16,384 bytes |          128 bytes |   65,536 |     8,192 KB |  26,252.00 MB/s |  26,043.89 MB/s
    128 bytes |       32,768 bytes |          128 bytes |   65,536 |     8,192 KB |  26,220.02 MB/s |  26,035.62 MB/s
    128 bytes |       65,536 bytes |          128 bytes |   65,536 |     8,192 KB |  26,142.55 MB/s |  26,043.92 MB/s
    128 bytes |      131,072 bytes |          128 bytes |   32,768 |     4,096 KB |  26,104.19 MB/s |  25,687.08 MB/s
    128 bytes |      262,144 bytes |          128 bytes |   16,384 |     2,048 KB |  25,817.04 MB/s |  25,006.46 MB/s
    128 bytes |      524,288 bytes |          128 bytes |    8,192 |     1,024 KB |  25,243.35 MB/s |  23,775.83 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,218.92 MB/s |  26,030.47 MB/s
    128 bytes |          128 bytes |          256 bytes |   65,536 |     8,192 KB |  25,889.02 MB/s |  26,040.49 MB/s
    128 bytes |          128 bytes |          512 bytes |   65,536 |     8,192 KB |  25,263.04 MB/s |  25,962.93 MB/s
    128 bytes |          128 bytes |        1,024 bytes |   65,536 |     8,192 KB |  24,386.10 MB/s |  26,040.65 MB/s
    128 bytes |          128 bytes |        2,048 bytes |   65,536 |     8,192 KB |  21,352.30 MB/s |  26,001.75 MB/s
    128 bytes |          128 bytes |        4,096 bytes |   65,536 |     8,192 KB |  13,161.04 MB/s |  24,256.38 MB/s
    128 bytes |          128 bytes |        8,192 bytes |   65,536 |     8,192 KB |   6,758.04 MB/s |   4,511.75 MB/s
    128 bytes |          128 bytes |       16,384 bytes |   65,536 |     8,192 KB |   5,155.87 MB/s |      91.37 MB/s
    128 bytes |          128 bytes |       32,768 bytes |   65,536 |     8,192 KB |   1,054.79 MB/s |      46.62 MB/s
    128 bytes |          128 bytes |       65,536 bytes |   65,536 |     8,192 KB |     633.59 MB/s |      32.48 MB/s
    128 bytes |          128 bytes |      131,072 bytes |   32,768 |     4,096 KB |      26.03 MB/s |      27.91 MB/s
    128 bytes |          128 bytes |      262,144 bytes |   16,384 |     2,048 KB |      26.22 MB/s |      28.16 MB/s
    128 bytes |          128 bytes |      524,288 bytes |    8,192 |     1,024 KB |      35.28 MB/s |      28.52 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,239.14 MB/s |  26,042.39 MB/s
    128 bytes |          256 bytes |          256 bytes |   65,536 |     8,192 KB |  25,869.71 MB/s |  26,036.22 MB/s
    128 bytes |          512 bytes |          512 bytes |   65,536 |     8,192 KB |  25,250.55 MB/s |  26,042.15 MB/s
    128 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     8,192 KB |  24,364.34 MB/s |  25,986.58 MB/s
    128 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     8,192 KB |  21,330.64 MB/s |  25,880.92 MB/s
    128 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     8,192 KB |  13,196.00 MB/s |  25,105.19 MB/s
