 chunk size   | source stride      | dest stride        | #chunks  | volume       | cudaMemcpy      | kernel          
      8 bytes |          512 bytes |          512 bytes |   65,536 |       512 KB |   2,341.01 MB/s |   2,336.42 MB/s
      8 bytes |        1,024 bytes |        1,024 bytes |   65,536 |       512 KB |   2,284.46 MB/s |   2,336.19 MB/s
      8 bytes |        2,048 bytes |        2,048 bytes |   65,536 |       512 KB |   2,093.17 MB/s |   2,334.79 MB/s
      8 bytes |        4,096 bytes |        4,096 bytes |   65,536 |       512 KB |   1,085.95 MB/s |   2,334.92 MB/s
      8 bytes |        8,192 bytes |        8,192 bytes |   65,536 |       512 KB |     697.05 MB/s |   2,335.99 MB/s
      8 bytes |       16,384 bytes |       16,384 bytes |   65,536 |       512 KB |     598.85 MB/s |   2,335.46 MB/s
      8 bytes |       32,768 bytes |       32,768 bytes |   65,536 |       512 KB |     516.01 MB/s |     995.06 MB/s
==============+====================+====================+==========+==============+=================+=================
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   4,707.80 MB/s |  21,430.91 MB/s
     16 bytes |           32 bytes |           16 bytes |   65,536 |     1,024 KB |   4,704.96 MB/s |  11,489.07 MB/s
     16 bytes |           64 bytes |           16 bytes |   65,536 |     1,024 KB |   4,707.72 MB/s |   6,845.57 MB/s
     16 bytes |          128 bytes |           16 bytes |   65,536 |     1,024 KB |   4,708.58 MB/s |   4,667.47 MB/s
     16 bytes |          256 bytes |           16 bytes |   65,536 |     1,024 KB |   4,705.53 MB/s |   4,669.89 MB/s
     16 bytes |          512 bytes |           16 bytes |   65,536 |     1,024 KB |   4,682.07 MB/s |   4,667.83 MB/s
     16 bytes |        1,024 bytes |           16 bytes |   65,536 |     1,024 KB |   4,568.17 MB/s |   4,669.86 MB/s
     16 bytes |        2,048 bytes |           16 bytes |   65,536 |     1,024 KB |   4,191.43 MB/s |   4,663.50 MB/s
     16 bytes |        4,096 bytes |           16 bytes |   65,536 |     1,024 KB |   2,175.83 MB/s |   4,666.38 MB/s
     16 bytes |        8,192 bytes |           16 bytes |   65,536 |     1,024 KB |   1,392.50 MB/s |   4,666.27 MB/s
     16 bytes |       16,384 bytes |           16 bytes |   65,536 |     1,024 KB |   1,201.51 MB/s |   4,565.10 MB/s
     16 bytes |       32,768 bytes |           16 bytes |   65,536 |     1,024 KB |   1,033.23 MB/s |   2,037.74 MB/s
     16 bytes |       65,536 bytes |           16 bytes |   65,536 |     1,024 KB |     856.70 MB/s |     829.78 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   4,709.57 MB/s |  21,423.51 MB/s
     16 bytes |           16 bytes |           32 bytes |   65,536 |     1,024 KB |   4,710.46 MB/s |  21,458.10 MB/s
     16 bytes |           16 bytes |           64 bytes |   65,536 |     1,024 KB |   4,707.92 MB/s |  21,416.07 MB/s
     16 bytes |           16 bytes |          128 bytes |   65,536 |     1,024 KB |   4,710.38 MB/s |  21,439.81 MB/s
     16 bytes |           16 bytes |          256 bytes |   65,536 |     1,024 KB |   4,710.52 MB/s |  21,398.72 MB/s
     16 bytes |           16 bytes |          512 bytes |   65,536 |     1,024 KB |   4,708.69 MB/s |  21,412.93 MB/s
     16 bytes |           16 bytes |        1,024 bytes |   65,536 |     1,024 KB |   4,710.67 MB/s |  21,415.81 MB/s
     16 bytes |           16 bytes |        2,048 bytes |   65,536 |     1,024 KB |   4,710.98 MB/s |  21,383.19 MB/s
     16 bytes |           16 bytes |        4,096 bytes |   65,536 |     1,024 KB |   4,711.06 MB/s |  21,392.44 MB/s
     16 bytes |           16 bytes |        8,192 bytes |   65,536 |     1,024 KB |   4,709.09 MB/s |  21,393.53 MB/s
     16 bytes |           16 bytes |       16,384 bytes |   65,536 |     1,024 KB |   4,706.43 MB/s |  21,407.55 MB/s
     16 bytes |           16 bytes |       32,768 bytes |   65,536 |     1,024 KB |   4,708.14 MB/s |  21,426.62 MB/s
     16 bytes |           16 bytes |       65,536 bytes |   65,536 |     1,024 KB |   4,706.41 MB/s |  21,412.45 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   4,711.64 MB/s |  21,425.70 MB/s
     16 bytes |           32 bytes |           32 bytes |   65,536 |     1,024 KB |   4,708.75 MB/s |  11,493.91 MB/s
     16 bytes |           64 bytes |           64 bytes |   65,536 |     1,024 KB |   4,709.37 MB/s |   6,828.82 MB/s
     16 bytes |          128 bytes |          128 bytes |   65,536 |     1,024 KB |   4,709.53 MB/s |   4,666.93 MB/s
     16 bytes |          256 bytes |          256 bytes |   65,536 |     1,024 KB |   4,705.87 MB/s |   4,667.98 MB/s
     16 bytes |          512 bytes |          512 bytes |   65,536 |     1,024 KB |   4,681.73 MB/s |   4,669.04 MB/s
     16 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     1,024 KB |   4,567.33 MB/s |   4,669.95 MB/s
     16 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     1,024 KB |   4,187.50 MB/s |   4,669.50 MB/s
     16 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     1,024 KB |   2,172.71 MB/s |   4,667.38 MB/s
     16 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     1,024 KB |   1,395.13 MB/s |   4,667.16 MB/s
     16 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     1,024 KB |   1,196.06 MB/s |   4,574.33 MB/s
     16 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     1,024 KB |   1,032.17 MB/s |   2,032.67 MB/s
     16 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     1,024 KB |     855.97 MB/s |     846.93 MB/s
==============+====================+====================+==========+==============+=================+=================
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |   9,420.44 MB/s |  22,907.28 MB/s
     32 bytes |           64 bytes |           32 bytes |   65,536 |     2,048 KB |   9,418.51 MB/s |  13,751.89 MB/s
     32 bytes |          128 bytes |           32 bytes |   65,536 |     2,048 KB |   9,416.97 MB/s |   9,329.46 MB/s
     32 bytes |          256 bytes |           32 bytes |   65,536 |     2,048 KB |   9,413.02 MB/s |   9,328.74 MB/s
     32 bytes |          512 bytes |           32 bytes |   65,536 |     2,048 KB |   9,364.63 MB/s |   9,328.31 MB/s
     32 bytes |        1,024 bytes |           32 bytes |   65,536 |     2,048 KB |   9,134.24 MB/s |   9,333.63 MB/s
     32 bytes |        2,048 bytes |           32 bytes |   65,536 |     2,048 KB |   8,388.46 MB/s |   9,330.45 MB/s
     32 bytes |        4,096 bytes |           32 bytes |   65,536 |     2,048 KB |   4,349.84 MB/s |   9,329.60 MB/s
     32 bytes |        8,192 bytes |           32 bytes |   65,536 |     2,048 KB |   2,784.88 MB/s |   9,329.73 MB/s
     32 bytes |       16,384 bytes |           32 bytes |   65,536 |     2,048 KB |   2,391.04 MB/s |   8,679.08 MB/s
     32 bytes |       32,768 bytes |           32 bytes |   65,536 |     2,048 KB |   2,066.16 MB/s |   4,069.85 MB/s
     32 bytes |       65,536 bytes |           32 bytes |   65,536 |     2,048 KB |   1,712.37 MB/s |   1,892.82 MB/s
     32 bytes |      131,072 bytes |           32 bytes |   32,768 |     1,024 KB |   1,657.11 MB/s |   1,716.27 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |   9,416.93 MB/s |  22,938.87 MB/s
     32 bytes |           32 bytes |           64 bytes |   65,536 |     2,048 KB |   9,415.12 MB/s |  22,936.31 MB/s
     32 bytes |           32 bytes |          128 bytes |   65,536 |     2,048 KB |   9,415.73 MB/s |  22,915.99 MB/s
     32 bytes |           32 bytes |          256 bytes |   65,536 |     2,048 KB |   9,420.32 MB/s |  22,917.24 MB/s
     32 bytes |           32 bytes |          512 bytes |   65,536 |     2,048 KB |   9,417.74 MB/s |  22,936.01 MB/s
     32 bytes |           32 bytes |        1,024 bytes |   65,536 |     2,048 KB |   9,417.69 MB/s |  22,941.38 MB/s
     32 bytes |           32 bytes |        2,048 bytes |   65,536 |     2,048 KB |   9,415.78 MB/s |  22,941.58 MB/s
     32 bytes |           32 bytes |        4,096 bytes |   65,536 |     2,048 KB |   9,415.75 MB/s |  22,936.11 MB/s
     32 bytes |           32 bytes |        8,192 bytes |   65,536 |     2,048 KB |   9,410.10 MB/s |  22,927.26 MB/s
     32 bytes |           32 bytes |       16,384 bytes |   65,536 |     2,048 KB |   9,406.10 MB/s |  22,945.55 MB/s
     32 bytes |           32 bytes |       32,768 bytes |   65,536 |     2,048 KB |   9,411.57 MB/s |  22,920.92 MB/s
     32 bytes |           32 bytes |       65,536 bytes |   65,536 |     2,048 KB |   9,411.99 MB/s |  22,917.69 MB/s
     32 bytes |           32 bytes |      131,072 bytes |   32,768 |     1,024 KB |   9,246.14 MB/s |  21,402.66 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |   9,421.11 MB/s |  22,939.90 MB/s
     32 bytes |           64 bytes |           64 bytes |   65,536 |     2,048 KB |   9,415.61 MB/s |  13,787.23 MB/s
     32 bytes |          128 bytes |          128 bytes |   65,536 |     2,048 KB |   9,418.95 MB/s |   9,323.38 MB/s
     32 bytes |          256 bytes |          256 bytes |   65,536 |     2,048 KB |   9,413.33 MB/s |   9,326.15 MB/s
     32 bytes |          512 bytes |          512 bytes |   65,536 |     2,048 KB |   9,362.20 MB/s |   9,331.18 MB/s
     32 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     2,048 KB |   9,134.29 MB/s |   9,322.14 MB/s
     32 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     2,048 KB |   8,371.48 MB/s |   9,330.87 MB/s
     32 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     2,048 KB |   4,345.23 MB/s |   9,326.06 MB/s
     32 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     2,048 KB |   2,791.30 MB/s |   9,322.72 MB/s
     32 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     2,048 KB |   2,393.35 MB/s |   8,650.37 MB/s
     32 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     2,048 KB |   2,064.79 MB/s |   4,033.76 MB/s
     32 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     2,048 KB |   1,711.51 MB/s |   1,990.72 MB/s
     32 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     1,024 KB |   1,653.34 MB/s |   1,963.82 MB/s
==============+====================+====================+==========+==============+=================+=================
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  18,831.34 MB/s |  23,814.89 MB/s
     64 bytes |          128 bytes |           64 bytes |   65,536 |     4,096 KB |  18,826.68 MB/s |  18,632.47 MB/s
     64 bytes |          256 bytes |           64 bytes |   65,536 |     4,096 KB |  18,774.78 MB/s |  18,648.99 MB/s
     64 bytes |          512 bytes |           64 bytes |   65,536 |     4,096 KB |  18,501.50 MB/s |  18,651.58 MB/s
     64 bytes |        1,024 bytes |           64 bytes |   65,536 |     4,096 KB |  17,921.77 MB/s |  18,655.92 MB/s
     64 bytes |        2,048 bytes |           64 bytes |   65,536 |     4,096 KB |  15,332.42 MB/s |  18,653.73 MB/s
     64 bytes |        4,096 bytes |           64 bytes |   65,536 |     4,096 KB |   8,694.12 MB/s |  18,622.95 MB/s
     64 bytes |        8,192 bytes |           64 bytes |   65,536 |     4,096 KB |   4,408.07 MB/s |  18,626.07 MB/s
     64 bytes |       16,384 bytes |           64 bytes |   65,536 |     4,096 KB |   4,117.23 MB/s |  15,571.91 MB/s
     64 bytes |       32,768 bytes |           64 bytes |   65,536 |     4,096 KB |   4,113.25 MB/s |   8,056.92 MB/s
     64 bytes |       65,536 bytes |           64 bytes |   65,536 |     4,096 KB |   3,690.38 MB/s |   3,996.80 MB/s
     64 bytes |      131,072 bytes |           64 bytes |   32,768 |     2,048 KB |   3,585.26 MB/s |   4,076.07 MB/s
     64 bytes |      262,144 bytes |           64 bytes |   16,384 |     1,024 KB |   3,393.51 MB/s |   3,858.28 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  18,819.74 MB/s |  23,802.10 MB/s
     64 bytes |           64 bytes |          128 bytes |   65,536 |     4,096 KB |  18,822.69 MB/s |  23,819.82 MB/s
     64 bytes |           64 bytes |          256 bytes |   65,536 |     4,096 KB |  18,821.18 MB/s |  23,811.63 MB/s
     64 bytes |           64 bytes |          512 bytes |   65,536 |     4,096 KB |  18,832.30 MB/s |  23,813.57 MB/s
     64 bytes |           64 bytes |        1,024 bytes |   65,536 |     4,096 KB |  18,825.33 MB/s |  23,808.53 MB/s
     64 bytes |           64 bytes |        2,048 bytes |   65,536 |     4,096 KB |  18,823.00 MB/s |  23,807.17 MB/s
     64 bytes |           64 bytes |        4,096 bytes |   65,536 |     4,096 KB |  18,826.12 MB/s |  23,802.89 MB/s
     64 bytes |           64 bytes |        8,192 bytes |   65,536 |     4,096 KB |  18,824.44 MB/s |  23,808.88 MB/s
     64 bytes |           64 bytes |       16,384 bytes |   65,536 |     4,096 KB |  18,831.32 MB/s |  23,810.79 MB/s
     64 bytes |           64 bytes |       32,768 bytes |   65,536 |     4,096 KB |  18,827.19 MB/s |  23,806.41 MB/s
     64 bytes |           64 bytes |       65,536 bytes |   65,536 |     4,096 KB |  18,830.59 MB/s |  23,813.59 MB/s
     64 bytes |           64 bytes |      131,072 bytes |   32,768 |     2,048 KB |  18,526.09 MB/s |  22,936.61 MB/s
     64 bytes |           64 bytes |      262,144 bytes |   16,384 |     1,024 KB |  14,653.82 MB/s |  21,367.72 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  18,820.99 MB/s |  23,813.17 MB/s
     64 bytes |          128 bytes |          128 bytes |   65,536 |     4,096 KB |  18,830.85 MB/s |  18,642.62 MB/s
     64 bytes |          256 bytes |          256 bytes |   65,536 |     4,096 KB |  18,779.92 MB/s |  18,645.25 MB/s
     64 bytes |          512 bytes |          512 bytes |   65,536 |     4,096 KB |  18,504.11 MB/s |  18,650.60 MB/s
     64 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     4,096 KB |  17,921.19 MB/s |  18,651.62 MB/s
     64 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     4,096 KB |  15,347.63 MB/s |  18,655.11 MB/s
     64 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     4,096 KB |   8,683.67 MB/s |  18,614.35 MB/s
     64 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     4,096 KB |   4,407.77 MB/s |  18,621.34 MB/s
     64 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     4,096 KB |   4,114.20 MB/s |  15,559.67 MB/s
     64 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     4,096 KB |   4,112.00 MB/s |   8,008.08 MB/s
     64 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     4,096 KB |   3,686.44 MB/s |   3,984.21 MB/s
     64 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     2,048 KB |   3,582.44 MB/s |   4,089.40 MB/s
     64 bytes |      262,144 bytes |      262,144 bytes |   16,384 |     1,024 KB |   3,378.43 MB/s |   4,008.43 MB/s
==============+====================+====================+==========+==============+=================+=================
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  24,519.68 MB/s |  24,275.61 MB/s
    128 bytes |          256 bytes |          128 bytes |   65,536 |     8,192 KB |  24,517.63 MB/s |  24,281.94 MB/s
    128 bytes |          512 bytes |          128 bytes |   65,536 |     8,192 KB |  24,478.22 MB/s |  24,296.01 MB/s
    128 bytes |        1,024 bytes |          128 bytes |   65,536 |     8,192 KB |  24,358.76 MB/s |  24,290.93 MB/s
    128 bytes |        2,048 bytes |          128 bytes |   65,536 |     8,192 KB |  23,732.96 MB/s |  24,287.27 MB/s
    128 bytes |        4,096 bytes |          128 bytes |   65,536 |     8,192 KB |  17,209.78 MB/s |  24,280.71 MB/s
    128 bytes |        8,192 bytes |          128 bytes |   65,536 |     8,192 KB |   8,807.94 MB/s |  24,280.10 MB/s
    128 bytes |       16,384 bytes |          128 bytes |   65,536 |     8,192 KB |   6,171.68 MB/s |  24,206.14 MB/s
    128 bytes |       32,768 bytes |          128 bytes |   65,536 |     8,192 KB |   5,273.99 MB/s |  15,533.00 MB/s
    128 bytes |       65,536 bytes |          128 bytes |   65,536 |     8,192 KB |   4,923.12 MB/s |   7,991.05 MB/s
    128 bytes |      131,072 bytes |          128 bytes |   32,768 |     4,096 KB |   4,844.13 MB/s |   8,212.76 MB/s
    128 bytes |      262,144 bytes |          128 bytes |   16,384 |     2,048 KB |   4,762.90 MB/s |   8,852.87 MB/s
    128 bytes |      524,288 bytes |          128 bytes |    8,192 |     1,024 KB |   4,399.94 MB/s |   9,157.37 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  24,526.01 MB/s |  24,281.30 MB/s
    128 bytes |          128 bytes |          256 bytes |   65,536 |     8,192 KB |  24,522.55 MB/s |  24,287.17 MB/s
    128 bytes |          128 bytes |          512 bytes |   65,536 |     8,192 KB |  24,527.16 MB/s |  24,274.72 MB/s
    128 bytes |          128 bytes |        1,024 bytes |   65,536 |     8,192 KB |  24,523.98 MB/s |  24,272.84 MB/s
    128 bytes |          128 bytes |        2,048 bytes |   65,536 |     8,192 KB |  24,524.93 MB/s |  24,282.46 MB/s
    128 bytes |          128 bytes |        4,096 bytes |   65,536 |     8,192 KB |  24,528.15 MB/s |  24,267.48 MB/s
    128 bytes |          128 bytes |        8,192 bytes |   65,536 |     8,192 KB |  24,508.15 MB/s |  24,275.34 MB/s
    128 bytes |          128 bytes |       16,384 bytes |   65,536 |     8,192 KB |  24,507.19 MB/s |  24,272.04 MB/s
    128 bytes |          128 bytes |       32,768 bytes |   65,536 |     8,192 KB |  24,505.39 MB/s |  24,278.10 MB/s
    128 bytes |          128 bytes |       65,536 bytes |   65,536 |     8,192 KB |  24,514.78 MB/s |  24,282.02 MB/s
    128 bytes |          128 bytes |      131,072 bytes |   32,768 |     4,096 KB |  24,263.72 MB/s |  23,808.22 MB/s
    128 bytes |          128 bytes |      262,144 bytes |   16,384 |     2,048 KB |  23,746.76 MB/s |  22,944.12 MB/s
    128 bytes |          128 bytes |      524,288 bytes |    8,192 |     1,024 KB |  16,957.12 MB/s |  21,426.53 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  24,527.23 MB/s |  24,273.27 MB/s
    128 bytes |          256 bytes |          256 bytes |   65,536 |     8,192 KB |  24,518.47 MB/s |  24,294.10 MB/s
    128 bytes |          512 bytes |          512 bytes |   65,536 |     8,192 KB |  24,479.34 MB/s |  24,296.43 MB/s
    128 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     8,192 KB |  24,357.46 MB/s |  24,289.97 MB/s
