 chunk size   | source stride      | dest stride        | #chunks  | volume       | cudaMemcpy      | kernel          
      8 bytes |            8 bytes |        4,096 bytes |   65,536 |       512 KB |   2,398.77 MB/s |  22,552.06 MB/s
      8 bytes |            8 bytes |        8,192 bytes |   65,536 |       512 KB |   2,396.34 MB/s |  22,504.63 MB/s
      8 bytes |            8 bytes |       16,384 bytes |   65,536 |       512 KB |   2,393.24 MB/s |  22,556.04 MB/s
      8 bytes |            8 bytes |       32,768 bytes |   65,536 |       512 KB |   2,379.58 MB/s |  22,548.28 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
      8 bytes |            8 bytes |            8 bytes |   65,536 |       512 KB |   2,795.88 MB/s |  22,598.72 MB/s
      8 bytes |           16 bytes |           16 bytes |   65,536 |       512 KB |   3,223.51 MB/s |  12,242.34 MB/s
      8 bytes |           32 bytes |           32 bytes |   65,536 |       512 KB |   3,226.57 MB/s |   6,394.81 MB/s
      8 bytes |           64 bytes |           64 bytes |   65,536 |       512 KB |   3,227.90 MB/s |   3,891.50 MB/s
      8 bytes |          128 bytes |          128 bytes |   65,536 |       512 KB |   3,227.20 MB/s |   3,889.86 MB/s
      8 bytes |          256 bytes |          256 bytes |   65,536 |       512 KB |   3,226.64 MB/s |   3,889.17 MB/s
      8 bytes |          512 bytes |          512 bytes |   65,536 |       512 KB |   3,227.34 MB/s |   3,889.37 MB/s
      8 bytes |        1,024 bytes |        1,024 bytes |   65,536 |       512 KB |   3,227.36 MB/s |   3,888.25 MB/s
      8 bytes |        2,048 bytes |        2,048 bytes |   65,536 |       512 KB |   3,202.85 MB/s |   3,891.39 MB/s
      8 bytes |        4,096 bytes |        4,096 bytes |   65,536 |       512 KB |   1,931.19 MB/s |   3,888.94 MB/s
      8 bytes |        8,192 bytes |        8,192 bytes |   65,536 |       512 KB |   1,208.61 MB/s |   3,891.10 MB/s
      8 bytes |       16,384 bytes |       16,384 bytes |   65,536 |       512 KB |   1,059.44 MB/s |   3,085.46 MB/s
      8 bytes |       32,768 bytes |       32,768 bytes |   65,536 |       512 KB |     899.55 MB/s |     843.04 MB/s
==============+====================+====================+==========+==============+=================+=================
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   6,448.01 MB/s |  24,471.02 MB/s
     16 bytes |           32 bytes |           16 bytes |   65,536 |     1,024 KB |   6,456.15 MB/s |  12,789.91 MB/s
     16 bytes |           64 bytes |           16 bytes |   65,536 |     1,024 KB |   6,455.20 MB/s |   7,782.32 MB/s
     16 bytes |          128 bytes |           16 bytes |   65,536 |     1,024 KB |   6,455.99 MB/s |   7,782.44 MB/s
     16 bytes |          256 bytes |           16 bytes |   65,536 |     1,024 KB |   6,455.04 MB/s |   7,782.67 MB/s
     16 bytes |          512 bytes |           16 bytes |   65,536 |     1,024 KB |   6,456.35 MB/s |   7,782.26 MB/s
     16 bytes |        1,024 bytes |           16 bytes |   65,536 |     1,024 KB |   6,455.47 MB/s |   7,783.77 MB/s
     16 bytes |        2,048 bytes |           16 bytes |   65,536 |     1,024 KB |   6,407.74 MB/s |   7,783.59 MB/s
     16 bytes |        4,096 bytes |           16 bytes |   65,536 |     1,024 KB |   3,867.24 MB/s |   7,780.19 MB/s
     16 bytes |        8,192 bytes |           16 bytes |   65,536 |     1,024 KB |   2,319.37 MB/s |   7,776.38 MB/s
     16 bytes |       16,384 bytes |           16 bytes |   65,536 |     1,024 KB |   2,065.08 MB/s |   7,025.07 MB/s
     16 bytes |       32,768 bytes |           16 bytes |   65,536 |     1,024 KB |   1,803.20 MB/s |   3,528.55 MB/s
     16 bytes |       65,536 bytes |           16 bytes |   65,536 |     1,024 KB |     704.16 MB/s |     855.20 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   6,448.72 MB/s |  24,463.03 MB/s
     16 bytes |           16 bytes |           32 bytes |   65,536 |     1,024 KB |   6,447.74 MB/s |  24,481.88 MB/s
     16 bytes |           16 bytes |           64 bytes |   65,536 |     1,024 KB |   6,447.34 MB/s |  24,460.18 MB/s
     16 bytes |           16 bytes |          128 bytes |   65,536 |     1,024 KB |   6,447.45 MB/s |  24,472.17 MB/s
     16 bytes |           16 bytes |          256 bytes |   65,536 |     1,024 KB |   6,445.91 MB/s |  24,476.11 MB/s
     16 bytes |           16 bytes |          512 bytes |   65,536 |     1,024 KB |   6,448.65 MB/s |  24,509.29 MB/s
     16 bytes |           16 bytes |        1,024 bytes |   65,536 |     1,024 KB |   6,445.12 MB/s |  24,456.70 MB/s
     16 bytes |           16 bytes |        2,048 bytes |   65,536 |     1,024 KB |   6,447.86 MB/s |  24,499.61 MB/s
     16 bytes |           16 bytes |        4,096 bytes |   65,536 |     1,024 KB |   6,447.93 MB/s |  24,507.57 MB/s
     16 bytes |           16 bytes |        8,192 bytes |   65,536 |     1,024 KB |   6,445.12 MB/s |  24,498.47 MB/s
     16 bytes |           16 bytes |       16,384 bytes |   65,536 |     1,024 KB |   6,445.31 MB/s |  24,480.16 MB/s
     16 bytes |           16 bytes |       32,768 bytes |   65,536 |     1,024 KB |   6,443.93 MB/s |  24,477.82 MB/s
     16 bytes |           16 bytes |       65,536 bytes |   65,536 |     1,024 KB |   6,447.65 MB/s |  24,482.96 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     16 bytes |           16 bytes |           16 bytes |   65,536 |     1,024 KB |   6,449.32 MB/s |  24,462.97 MB/s
     16 bytes |           32 bytes |           32 bytes |   65,536 |     1,024 KB |   6,454.21 MB/s |  12,784.00 MB/s
     16 bytes |           64 bytes |           64 bytes |   65,536 |     1,024 KB |   6,454.68 MB/s |   7,783.07 MB/s
     16 bytes |          128 bytes |          128 bytes |   65,536 |     1,024 KB |   6,454.92 MB/s |   7,777.30 MB/s
     16 bytes |          256 bytes |          256 bytes |   65,536 |     1,024 KB |   6,454.00 MB/s |   7,781.22 MB/s
     16 bytes |          512 bytes |          512 bytes |   65,536 |     1,024 KB |   5,791.96 MB/s |   7,780.19 MB/s
     16 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     1,024 KB |   6,455.08 MB/s |   7,776.66 MB/s
     16 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     1,024 KB |   5,750.13 MB/s |   7,777.87 MB/s
     16 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     1,024 KB |   3,862.82 MB/s |   7,775.39 MB/s
     16 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     1,024 KB |   2,416.47 MB/s |   7,779.20 MB/s
     16 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     1,024 KB |   2,120.22 MB/s |   6,902.93 MB/s
     16 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     1,024 KB |   1,799.14 MB/s |   1,684.05 MB/s
     16 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     1,024 KB |     706.08 MB/s |     848.54 MB/s
==============+====================+====================+==========+==============+=================+=================
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  12,906.58 MB/s |  25,567.07 MB/s
     32 bytes |           64 bytes |           32 bytes |   65,536 |     2,048 KB |  12,908.24 MB/s |  15,560.13 MB/s
     32 bytes |          128 bytes |           32 bytes |   65,536 |     2,048 KB |  12,915.00 MB/s |  15,569.15 MB/s
     32 bytes |          256 bytes |           32 bytes |   65,536 |     2,048 KB |  12,912.22 MB/s |  15,561.40 MB/s
     32 bytes |          512 bytes |           32 bytes |   65,536 |     2,048 KB |  12,913.34 MB/s |  15,563.14 MB/s
     32 bytes |        1,024 bytes |           32 bytes |   65,536 |     2,048 KB |  12,912.22 MB/s |  15,569.03 MB/s
     32 bytes |        2,048 bytes |           32 bytes |   65,536 |     2,048 KB |  12,818.46 MB/s |  15,561.86 MB/s
     32 bytes |        4,096 bytes |           32 bytes |   65,536 |     2,048 KB |   7,734.53 MB/s |  13,579.86 MB/s
     32 bytes |        8,192 bytes |           32 bytes |   65,536 |     2,048 KB |   4,646.48 MB/s |  15,542.26 MB/s
     32 bytes |       16,384 bytes |           32 bytes |   65,536 |     2,048 KB |   4,279.33 MB/s |  14,061.62 MB/s
     32 bytes |       32,768 bytes |           32 bytes |   65,536 |     2,048 KB |   2,790.73 MB/s |   4,017.71 MB/s
     32 bytes |       65,536 bytes |           32 bytes |   65,536 |     2,048 KB |   1,405.39 MB/s |   1,706.92 MB/s
     32 bytes |      131,072 bytes |           32 bytes |   32,768 |     1,024 KB |   2,881.90 MB/s |   3,415.97 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  12,905.95 MB/s |  25,558.04 MB/s
     32 bytes |           32 bytes |           64 bytes |   65,536 |     2,048 KB |  12,902.61 MB/s |  25,560.53 MB/s
     32 bytes |           32 bytes |          128 bytes |   65,536 |     2,048 KB |  12,907.61 MB/s |  25,469.26 MB/s
     32 bytes |           32 bytes |          256 bytes |   65,536 |     2,048 KB |  12,900.14 MB/s |  25,475.14 MB/s
     32 bytes |           32 bytes |          512 bytes |   65,536 |     2,048 KB |  12,903.56 MB/s |  25,462.46 MB/s
     32 bytes |           32 bytes |        1,024 bytes |   65,536 |     2,048 KB |  12,905.62 MB/s |  25,484.43 MB/s
     32 bytes |           32 bytes |        2,048 bytes |   65,536 |     2,048 KB |  12,907.37 MB/s |  25,466.79 MB/s
     32 bytes |           32 bytes |        4,096 bytes |   65,536 |     2,048 KB |  12,910.79 MB/s |  25,489.39 MB/s
     32 bytes |           32 bytes |        8,192 bytes |   65,536 |     2,048 KB |  12,890.95 MB/s |  25,468.65 MB/s
     32 bytes |           32 bytes |       16,384 bytes |   65,536 |     2,048 KB |  12,894.83 MB/s |  25,470.19 MB/s
     32 bytes |           32 bytes |       32,768 bytes |   65,536 |     2,048 KB |  12,894.99 MB/s |  25,446.09 MB/s
     32 bytes |           32 bytes |       65,536 bytes |   65,536 |     2,048 KB |  11,536.82 MB/s |  25,451.65 MB/s
     32 bytes |           32 bytes |      131,072 bytes |   32,768 |     1,024 KB |  12,723.49 MB/s |  24,453.33 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     32 bytes |           32 bytes |           32 bytes |   65,536 |     2,048 KB |  12,901.66 MB/s |  25,560.81 MB/s
     32 bytes |           64 bytes |           64 bytes |   65,536 |     2,048 KB |  12,898.32 MB/s |  15,560.02 MB/s
     32 bytes |          128 bytes |          128 bytes |   65,536 |     2,048 KB |  11,554.62 MB/s |  15,525.93 MB/s
     32 bytes |          256 bytes |          256 bytes |   65,536 |     2,048 KB |  12,908.09 MB/s |  15,522.82 MB/s
     32 bytes |          512 bytes |          512 bytes |   65,536 |     2,048 KB |  12,905.23 MB/s |  15,523.51 MB/s
     32 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     2,048 KB |  12,902.85 MB/s |  15,532.94 MB/s
     32 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     2,048 KB |  12,812.98 MB/s |  15,527.65 MB/s
     32 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     2,048 KB |   7,725.41 MB/s |  15,491.63 MB/s
     32 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     2,048 KB |   4,831.25 MB/s |  13,033.39 MB/s
     32 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     2,048 KB |   4,229.94 MB/s |   6,654.20 MB/s
     32 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     2,048 KB |   3,597.76 MB/s |   3,364.80 MB/s
     32 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     2,048 KB |   1,412.12 MB/s |   1,695.55 MB/s
     32 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     1,024 KB |   2,864.32 MB/s |   1,714.25 MB/s
==============+====================+====================+==========+==============+=================+=================
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  22,950.55 MB/s |  26,152.27 MB/s
     64 bytes |          128 bytes |           64 bytes |   65,536 |     4,096 KB |  22,954.58 MB/s |  22,814.60 MB/s
     64 bytes |          256 bytes |           64 bytes |   65,536 |     4,096 KB |  22,955.83 MB/s |  20,718.57 MB/s
     64 bytes |          512 bytes |           64 bytes |   65,536 |     4,096 KB |  22,965.26 MB/s |  22,825.91 MB/s
     64 bytes |        1,024 bytes |           64 bytes |   65,536 |     4,096 KB |  22,959.59 MB/s |  22,820.69 MB/s
     64 bytes |        2,048 bytes |           64 bytes |   65,536 |     4,096 KB |  22,955.08 MB/s |  22,809.63 MB/s
     64 bytes |        4,096 bytes |           64 bytes |   65,536 |     4,096 KB |  15,471.12 MB/s |  22,790.44 MB/s
     64 bytes |        8,192 bytes |           64 bytes |   65,536 |     4,096 KB |   7,828.13 MB/s |  22,778.68 MB/s
     64 bytes |       16,384 bytes |           64 bytes |   65,536 |     4,096 KB |   7,191.50 MB/s |  17,653.05 MB/s
     64 bytes |       32,768 bytes |           64 bytes |   65,536 |     4,096 KB |   3,554.23 MB/s |   6,559.93 MB/s
     64 bytes |       65,536 bytes |           64 bytes |   65,536 |     4,096 KB |   3,026.38 MB/s |   3,374.16 MB/s
     64 bytes |      131,072 bytes |           64 bytes |   32,768 |     2,048 KB |   4,723.69 MB/s |   4,183.95 MB/s
     64 bytes |      262,144 bytes |           64 bytes |   16,384 |     1,024 KB |   5,968.70 MB/s |   6,985.19 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  22,951.80 MB/s |  26,148.36 MB/s
     64 bytes |           64 bytes |          128 bytes |   65,536 |     4,096 KB |  22,955.21 MB/s |  26,087.86 MB/s
     64 bytes |           64 bytes |          256 bytes |   65,536 |     4,096 KB |  22,956.46 MB/s |  26,097.78 MB/s
     64 bytes |           64 bytes |          512 bytes |   65,536 |     4,096 KB |  22,953.43 MB/s |  26,087.05 MB/s
     64 bytes |           64 bytes |        1,024 bytes |   65,536 |     4,096 KB |  22,957.09 MB/s |  26,089.80 MB/s
     64 bytes |           64 bytes |        2,048 bytes |   65,536 |     4,096 KB |  22,960.11 MB/s |  26,088.18 MB/s
     64 bytes |           64 bytes |        4,096 bytes |   65,536 |     4,096 KB |  20,827.72 MB/s |  26,100.70 MB/s
     64 bytes |           64 bytes |        8,192 bytes |   65,536 |     4,096 KB |  22,946.16 MB/s |  26,088.36 MB/s
     64 bytes |           64 bytes |       16,384 bytes |   65,536 |     4,096 KB |  22,943.26 MB/s |  26,094.84 MB/s
     64 bytes |           64 bytes |       32,768 bytes |   65,536 |     4,096 KB |  22,945.16 MB/s |  26,097.92 MB/s
     64 bytes |           64 bytes |       65,536 bytes |   65,536 |     4,096 KB |  22,955.71 MB/s |  26,096.30 MB/s
     64 bytes |           64 bytes |      131,072 bytes |   32,768 |     2,048 KB |  22,652.44 MB/s |  25,533.45 MB/s
     64 bytes |           64 bytes |      262,144 bytes |   16,384 |     1,024 KB |  22,034.14 MB/s |  24,503.62 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
     64 bytes |           64 bytes |           64 bytes |   65,536 |     4,096 KB |  22,959.23 MB/s |  26,143.16 MB/s
     64 bytes |          128 bytes |          128 bytes |   65,536 |     4,096 KB |  22,962.98 MB/s |  22,769.28 MB/s
     64 bytes |          256 bytes |          256 bytes |   65,536 |     4,096 KB |  22,964.75 MB/s |  22,776.19 MB/s
     64 bytes |          512 bytes |          512 bytes |   65,536 |     4,096 KB |  22,963.63 MB/s |  22,772.99 MB/s
     64 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     4,096 KB |  22,953.95 MB/s |  22,779.53 MB/s
     64 bytes |        2,048 bytes |        2,048 bytes |   65,536 |     4,096 KB |  22,950.93 MB/s |  22,774.95 MB/s
     64 bytes |        4,096 bytes |        4,096 bytes |   65,536 |     4,096 KB |  15,454.76 MB/s |  22,733.11 MB/s
     64 bytes |        8,192 bytes |        8,192 bytes |   65,536 |     4,096 KB |   7,827.66 MB/s |  22,700.63 MB/s
     64 bytes |       16,384 bytes |       16,384 bytes |   65,536 |     4,096 KB |   7,191.48 MB/s |  13,186.15 MB/s
     64 bytes |       32,768 bytes |       32,768 bytes |   65,536 |     4,096 KB |   7,186.58 MB/s |   6,706.39 MB/s
     64 bytes |       65,536 bytes |       65,536 bytes |   65,536 |     4,096 KB |   3,004.09 MB/s |   3,387.79 MB/s
     64 bytes |      131,072 bytes |      131,072 bytes |   32,768 |     2,048 KB |   6,302.52 MB/s |   3,423.37 MB/s
     64 bytes |      262,144 bytes |      262,144 bytes |   16,384 |     1,024 KB |   5,937.31 MB/s |   6,432.31 MB/s
==============+====================+====================+==========+==============+=================+=================
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,579.02 MB/s |  26,420.14 MB/s
    128 bytes |          256 bytes |          128 bytes |   65,536 |     8,192 KB |  26,537.31 MB/s |  26,424.79 MB/s
    128 bytes |          512 bytes |          128 bytes |   65,536 |     8,192 KB |  25,104.46 MB/s |  26,422.54 MB/s
    128 bytes |        1,024 bytes |          128 bytes |   65,536 |     8,192 KB |  26,584.24 MB/s |  26,419.21 MB/s
    128 bytes |        2,048 bytes |          128 bytes |   65,536 |     8,192 KB |  26,579.02 MB/s |  26,423.72 MB/s
    128 bytes |        4,096 bytes |          128 bytes |   65,536 |     8,192 KB |  26,590.73 MB/s |  26,404.91 MB/s
    128 bytes |        8,192 bytes |          128 bytes |   65,536 |     8,192 KB |  15,617.87 MB/s |  26,382.07 MB/s
    128 bytes |       16,384 bytes |          128 bytes |   65,536 |     8,192 KB |  10,489.58 MB/s |  26,219.87 MB/s
    128 bytes |       32,768 bytes |          128 bytes |   65,536 |     8,192 KB |   8,986.24 MB/s |  13,335.71 MB/s
    128 bytes |       65,536 bytes |          128 bytes |   65,536 |     8,192 KB |   4,227.74 MB/s |   6,495.19 MB/s
    128 bytes |      131,072 bytes |          128 bytes |   32,768 |     4,096 KB |   8,362.08 MB/s |   6,646.57 MB/s
    128 bytes |      262,144 bytes |          128 bytes |   16,384 |     2,048 KB |   8,247.07 MB/s |  13,861.79 MB/s
    128 bytes |      524,288 bytes |          128 bytes |    8,192 |     1,024 KB |   7,664.07 MB/s |  14,780.83 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,581.04 MB/s |  26,422.29 MB/s
    128 bytes |          128 bytes |          256 bytes |   65,536 |     8,192 KB |  26,579.77 MB/s |  24,919.22 MB/s
    128 bytes |          128 bytes |          512 bytes |   65,536 |     8,192 KB |  26,584.49 MB/s |  26,423.22 MB/s
    128 bytes |          128 bytes |        1,024 bytes |   65,536 |     8,192 KB |  26,590.14 MB/s |  26,422.46 MB/s
    128 bytes |          128 bytes |        2,048 bytes |   65,536 |     8,192 KB |  26,588.88 MB/s |  26,426.12 MB/s
    128 bytes |          128 bytes |        4,096 bytes |   65,536 |     8,192 KB |  26,589.12 MB/s |  26,428.04 MB/s
    128 bytes |          128 bytes |        8,192 bytes |   65,536 |     8,192 KB |  26,579.60 MB/s |  26,422.64 MB/s
    128 bytes |          128 bytes |       16,384 bytes |   65,536 |     8,192 KB |  26,578.35 MB/s |  26,423.13 MB/s
    128 bytes |          128 bytes |       32,768 bytes |   65,536 |     8,192 KB |  26,580.45 MB/s |  26,422.54 MB/s
    128 bytes |          128 bytes |       65,536 bytes |   65,536 |     8,192 KB |  26,587.78 MB/s |  26,423.38 MB/s
    128 bytes |          128 bytes |      131,072 bytes |   32,768 |     4,096 KB |  26,431.62 MB/s |  26,142.17 MB/s
    128 bytes |          128 bytes |      262,144 bytes |   16,384 |     2,048 KB |  26,109.77 MB/s |  25,566.14 MB/s
    128 bytes |          128 bytes |      524,288 bytes |    8,192 |     1,024 KB |  25,339.67 MB/s |  24,493.89 MB/s
--------------+--------------------+--------------------+----------+--------------+-----------------+-----------------
    128 bytes |          128 bytes |          128 bytes |   65,536 |     8,192 KB |  26,590.99 MB/s |  26,421.80 MB/s
    128 bytes |          256 bytes |          256 bytes |   65,536 |     8,192 KB |  26,543.20 MB/s |  26,420.64 MB/s
    128 bytes |          512 bytes |          512 bytes |   65,536 |     8,192 KB |  26,573.20 MB/s |  26,425.79 MB/s
    128 bytes |        1,024 bytes |        1,024 bytes |   65,536 |     8,192 KB |  26,586.26 MB/s |  26,427.29 MB/s
